ticker,tier2_scope1_tco2e,tier2_scope1_method,tier2_scope1_sector_used,tier2_scope1_peer_count,tier2_scope1_notes,tier2_scope2_tco2e,tier2_scope2_method,tier2_scope2_sector_used,tier2_scope2_peer_count,tier2_scope2_notes
PODD,9329.9,median_model_revenue+employees,sub_industry:Health Care Equipment,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Health Care Equipment' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.85286e-06) x this company's revenue ($3,053,400,064) = 11,764 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.27693) x this company's employee count (5,400) = 6,895 tCO2e. Final estimate is the average of the available method(s): 9,330 tCO2e.",8341.5,median_model_revenue+employees,sub_industry:Health Care Equipment,5,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Health Care Equipment' (5 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.17691e-06) x this company's revenue ($3,053,400,064) = 9,700 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.29306) x this company's employee count (5,400) = 6,983 tCO2e. Final estimate is the average of the available method(s): 8,341 tCO2e."
INTC,,,,,,193298.7,median_model_revenue+employees,sub_industry:Semiconductors,5,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Semiconductors' (5 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($57,031,999,488) = 133,994 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.96832) x this company's employee count (85,100) = 252,604 tCO2e. Final estimate is the average of the available method(s): 193,299 tCO2e."
IBKR,2344.0,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($6,834,999,808) = 3,669 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (3,265) = 1,019 tCO2e. Final estimate is the average of the available method(s): 2,344 tCO2e.",1099.9,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($6,834,999,808) = 1,355 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (3,265) = 845 tCO2e. Final estimate is the average of the available method(s): 1,100 tCO2e."
ICE,4819.1,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($10,558,000,128) = 5,668 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (12,725) = 3,971 tCO2e. Final estimate is the average of the available method(s): 4,819 tCO2e.",2692.6,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($10,558,000,128) = 2,093 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (12,725) = 3,292 tCO2e. Final estimate is the average of the available method(s): 2,693 tCO2e."
IFF,,,,,,1519868.6,median_model_revenue+employees,sector:Materials,9,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (9 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (0.000101463) x this company's revenue ($10,780,999,680) = 1,093,875 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (90.5052) x this company's employee count (21,500) = 1,945,862 tCO2e. Final estimate is the average of the available method(s): 1,519,869 tCO2e."
IP,,,,,,4060760.9,median_model_revenue+employees,sector:Materials,9,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (9 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (0.000101463) x this company's revenue ($24,202,999,808) = 2,455,715 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (90.5052) x this company's employee count (62,602) = 5,665,807 tCO2e. Final estimate is the average of the available method(s): 4,060,761 tCO2e."
IVZ,3008.0,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($6,902,499,840) = 3,705 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (7,405) = 2,311 tCO2e. Final estimate is the average of the available method(s): 3,008 tCO2e.",1642.1,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($6,902,499,840) = 1,369 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (7,405) = 1,916 tCO2e. Final estimate is the average of the available method(s): 1,642 tCO2e."
INVH,11556.9,median_model_revenue+employees,sector:Real Estate,8,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (8 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.49255e-06) x this company's revenue ($2,848,004,096) = 15,643 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.331) x this company's employee count (1,725) = 7,471 tCO2e. Final estimate is the average of the available method(s): 11,557 tCO2e.",190351.4,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($2,848,004,096) = 21,490 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (1,725) = 359,212 tCO2e. Final estimate is the average of the available method(s): 190,351 tCO2e."
IQV,118575.0,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($16,983,000,064) = 60,203 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (94,000) = 176,947 tCO2e. Final estimate is the average of the available method(s): 118,575 tCO2e.",119175.5,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($16,983,000,064) = 54,331 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (94,000) = 184,020 tCO2e. Final estimate is the average of the available method(s): 119,175 tCO2e."
IRM,84434.3,median_model_revenue+employees,sector:Real Estate,8,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (8 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.49255e-06) x this company's revenue ($7,562,470,912) = 41,537 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.331) x this company's employee count (29,400) = 127,331 tCO2e. Final estimate is the average of the available method(s): 84,434 tCO2e.",3089647.1,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($7,562,470,912) = 57,065 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (29,400) = 6,122,230 tCO2e. Final estimate is the average of the available method(s): 3,089,647 tCO2e."
JBL,50483.5,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($33,589,999,616) = 20,960 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (135,000) = 80,007 tCO2e. Final estimate is the average of the available method(s): 50,484 tCO2e.",136966.0,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($33,589,999,616) = 78,918 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (135,000) = 195,014 tCO2e. Final estimate is the average of the available method(s): 136,966 tCO2e."
JKHY,1821.8,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($2,544,338,944) = 1,366 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (7,300) = 2,278 tCO2e. Final estimate is the average of the available method(s): 1,822 tCO2e.",1196.4,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($2,544,338,944) = 504 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (7,300) = 1,888 tCO2e. Final estimate is the average of the available method(s): 1,196 tCO2e."
J,145719.3,median_model_revenue+employees,sector:Industrials,40,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (40 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.94524e-06) x this company's revenue ($14,219,215,872) = 98,756 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.09963) x this company's employee count (47,000) = 192,683 tCO2e. Final estimate is the average of the available method(s): 145,719 tCO2e.",150192.5,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($14,219,215,872) = 140,655 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (47,000) = 159,730 tCO2e. Final estimate is the average of the available method(s): 150,193 tCO2e."
JNJ,480846.5,median_model_revenue+employees,sub_industry:Pharmaceuticals,6,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Pharmaceuticals' (6 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.87393e-06) x this company's revenue ($97,929,003,008) = 379,370 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.21363) x this company's employee count (138,200) = 582,323 tCO2e. Final estimate is the average of the available method(s): 480,847 tCO2e.",291918.8,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($97,929,003,008) = 313,289 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (138,200) = 270,548 tCO2e. Final estimate is the average of the available method(s): 291,919 tCO2e."
KEY,4707.6,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($7,370,999,808) = 3,957 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (17,493) = 5,458 tCO2e. Final estimate is the average of the available method(s): 4,708 tCO2e.",2993.3,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($7,370,999,808) = 1,462 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (17,493) = 4,525 tCO2e. Final estimate is the average of the available method(s): 2,993 tCO2e."
KEYS,6972.5,median_model_revenue+employees,sector:Information Technology,37,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (37 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (6.23987e-07) x this company's revenue ($6,582,000,128) = 4,107 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.592647) x this company's employee count (16,600) = 9,838 tCO2e. Final estimate is the average of the available method(s): 6,973 tCO2e.",19721.8,median_model_revenue+employees,sector:Information Technology,29,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Information Technology' (29 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.34945e-06) x this company's revenue ($6,582,000,128) = 15,464 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.44455) x this company's employee count (16,600) = 23,979 tCO2e. Final estimate is the average of the available method(s): 19,722 tCO2e."
KMB,,,,,,67253.6,median_model_revenue+employees,sector:Consumer Staples,16,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (16 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.81277e-06) x this company's revenue ($16,581,999,616) = 46,641 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.44072) x this company's employee count (36,000) = 87,866 tCO2e. Final estimate is the average of the available method(s): 67,254 tCO2e."
KIM,7544.0,median_model_revenue+employees,sector:Real Estate,8,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (8 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.49255e-06) x this company's revenue ($2,187,133,952) = 12,013 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (4.331) x this company's employee count (710) = 3,075 tCO2e. Final estimate is the average of the available method(s): 7,544 tCO2e.",82176.7,median_model_revenue+employees,sector:Real Estate,7,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Real Estate' (7 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (7.54576e-06) x this company's revenue ($2,187,133,952) = 16,504 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (208.239) x this company's employee count (710) = 147,850 tCO2e. Final estimate is the average of the available method(s): 82,177 tCO2e."
KKR,7720.6,median_model_revenue+employees,sector:Financials,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (5.36817e-07) x this company's revenue ($25,833,117,696) = 13,868 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (0.312029) x this company's employee count (5,043) = 1,574 tCO2e. Final estimate is the average of the available method(s): 7,721 tCO2e.",3213.3,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($25,833,117,696) = 5,122 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (5,043) = 1,305 tCO2e. Final estimate is the average of the available method(s): 3,213 tCO2e."
KHC,371166.8,median_model_revenue+employees,sub_industry:Packaged Foods & Meats,5,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sub_industry = 'Packaged Foods & Meats' (5 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (1.80644e-05) x this company's revenue ($24,899,999,744) = 449,804 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (8.35799) x this company's employee count (35,000) = 292,530 tCO2e. Final estimate is the average of the available method(s): 371,167 tCO2e.",77731.6,median_model_revenue+employees,sector:Consumer Staples,16,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (16 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.81277e-06) x this company's revenue ($24,899,999,744) = 70,038 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.44072) x this company's employee count (35,000) = 85,425 tCO2e. Final estimate is the average of the available method(s): 77,732 tCO2e."
KR,2308158.8,median_model_revenue+employees,sector:Consumer Staples,24,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (24 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (1.05335e-05) x this company's revenue ($149,326,004,224) = 1,572,926 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (7.60848) x this company's employee count (400,000) = 3,043,391 tCO2e. Final estimate is the average of the available method(s): 2,308,159 tCO2e.",698153.9,median_model_revenue+employees,sector:Consumer Staples,16,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Staples' (16 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (2.81277e-06) x this company's revenue ($149,326,004,224) = 420,019 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (2.44072) x this company's employee count (400,000) = 976,288 tCO2e. Final estimate is the average of the available method(s): 698,154 tCO2e."
LMT,,,,,,589915.3,median_model_revenue+employees,sector:Industrials,28,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Industrials' (28 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (9.89188e-06) x this company's revenue ($77,013,999,616) = 761,813 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (3.39852) x this company's employee count (123,000) = 418,018 tCO2e. Final estimate is the average of the available method(s): 589,915 tCO2e."
L,,,,,,3547.7,median_model_revenue+employees,sector:Financials,17,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Financials' (17 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.98278e-07) x this company's revenue ($18,694,000,640) = 3,707 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (0.25868) x this company's employee count (13,100) = 3,389 tCO2e. Final estimate is the average of the available method(s): 3,548 tCO2e."
MPC,,,,,,2617734.9,median_model_revenue+employees,sector:Energy,6,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Energy' (6 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (1.7615e-05) x this company's revenue ($154,145,996,800) = 2,715,283 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (136.226) x this company's employee count (18,500) = 2,520,187 tCO2e. Final estimate is the average of the available method(s): 2,617,735 tCO2e."
MLM,,,,,,773718.1,median_model_revenue+employees,sector:Materials,9,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Materials' (9 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (0.000101463) x this company's revenue ($6,688,000,000) = 678,586 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (90.5052) x this company's employee count (9,600) = 868,850 tCO2e. Final estimate is the average of the available method(s): 773,718 tCO2e."
LH,92256.9,median_model_revenue+employees,sector:Health Care,25,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (25 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.54491e-06) x this company's revenue ($14,348,000,256) = 50,862 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.88241) x this company's employee count (71,000) = 133,651 tCO2e. Final estimate is the average of the available method(s): 92,257 tCO2e.",92447.5,median_model_revenue+employees,sector:Health Care,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Health Care' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (3.19915e-06) x this company's revenue ($14,348,000,256) = 45,901 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.95766) x this company's employee count (71,000) = 138,994 tCO2e. Final estimate is the average of the available method(s): 92,448 tCO2e."
LVS,51308.0,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($13,719,000,064) = 50,986 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (41,000) = 51,630 tCO2e. Final estimate is the average of the available method(s): 51,308 tCO2e.",82310.6,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($13,719,000,064) = 91,164 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (41,000) = 73,458 tCO2e. Final estimate is the average of the available method(s): 82,311 tCO2e."
LEN,68724.0,median_model_revenue+employees,sector:Consumer Discretionary,21,"Tier 2 Scope 1 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (21 Tier 1 peers with a real Scope 1 value, floor=5). Revenue-based: median peer Scope 1 tCO2e/$ revenue (3.71647e-06) x this company's revenue ($32,737,234,944) = 121,667 tCO2e. Employee-based: median peer Scope 1 tCO2e/employee (1.25926) x this company's employee count (12,532) = 15,781 tCO2e. Final estimate is the average of the available method(s): 68,724 tCO2e.",119997.0,median_model_revenue+employees,sector:Consumer Discretionary,18,"Tier 2 Scope 2 ESTIMATE (LSEG median-model style), NOT a disclosure -- see pipeline/tier2_estimation/estimate_tier2.py. Peer group: sector = 'Consumer Discretionary' (18 Tier 1 peers with a real Scope 2 value, floor=5). Revenue-based: median peer Scope 2 tCO2e/$ revenue (6.64506e-06) x this company's revenue ($32,737,234,944) = 217,541 tCO2e. Employee-based: median peer Scope 2 tCO2e/employee (1.79165) x this company's employee count (12,532) = 22,453 tCO2e. Final estimate is the average of the available method(s): 119,997 tCO2e."
